round,node,cores,driver,team,1,2,3,DROP
round9,charlie,41,default,TrinitySRITrojAI,0.8789681196212769,
round9,p100,10,default,ARM-UCSD,1,1,1,
round9,p100,10,default,ICSI-1,,
round9,p100,10,default,ICSI-2,0.007651917958631627,0.21667444477352915,0.06270218170540776,
round9,p100,10,default,ICSI-UMD,0.6309676418834044,0.6309676418834044,0.6309676418834044,
round9,p100,10,default,Perspecta,,
round9,p100,10,default,Perspecta-IUB,0.7442238209503546,0.10506989460794862,
round9,p100,10,default,Perspecta-PurdueRutgers,0.9505,0.9505,0.9505,
round9,p100,10,default,PL-GIFT,0.99,0.961732722845279,0.9894852738943527,
round9,p100,10,default,TrinitySRITrojAI,,
round9,p100,10,default,TrinitySRITrojAI-BostonU,0.5238149762153625,0.5377566814422607,0.5430200695991516,
round9,p100,10,default,TrinitySRITrojAI-SBU,0.908535361289978,0.9631655812263489,0.9332913160324097,
round9,p100,10,default,trojai-example,0.41328293928040283,0.3428394014899411,0.8895376826205675,
round9,pn116125,10,default,ARM-UCSD,1,1,1,
round9,pn116125,10,default,ICSI-1,,
round9,pn116125,10,default,ICSI-2,0.9081804915814532,0.8190985544455754,0.7003215089935283,
round9,pn116125,10,default,ICSI-UMD,0.6309678567844488,0.6309678567844488,0.6309678567844488,
round9,pn116125,10,default,Perspecta,,
round9,pn116125,10,default,Perspecta-IUB,0.7442244564724884,0.7418935753616772,0.744224115732705,
round9,pn116125,10,default,Perspecta-PurdueRutgers,0.955,0.955,0.955,
round9,pn116125,10,default,PL-GIFT,0.99,0.99,0.9406637583941841,
round9,pn116125,10,default,TrinitySRITrojAI,0.8777949810028076,0.8777949810028076,0.8777949810028076,
round9,pn116125,10,default,TrinitySRITrojAI-BostonU,0.531241774559021,0.5367655754089355,0.5308138132095337,
round9,pn116125,10,default,TrinitySRITrojAI-SBU,0.877300500869751,0.9306966662406921,0.9280094504356384,
round9,pn116125,10,default,trojai-example,0.8524324427411445,0.019630561977448946,0.12374915972044898,
round9,pn120395,10,default,ARM-UCSD,1,1,1,
round9,pn120395,10,default,ICSI-1,,
round9,pn120395,10,default,ICSI-2,0.526626811590889,0.45290459005738215,0.4314083961520182,
round9,pn120395,10,default,ICSI-UMD,0.6307473209239016,0.6307473209239016,0.6307473209239016,
round9,pn120395,10,default,Perspecta,,
round9,pn120395,10,default,Perspecta-IUB,0.7442244690080394,0.7442245300588912,0.5803406830269525,
round9,pn120395,10,default,Perspecta-PurdueRutgers,0.9475,0.9475,0.9475,
round9,pn120395,10,default,PL-GIFT,0.99,0.99,0.99,
round9,pn120395,10,default,TrinitySRITrojAI,0.8787679076194763,0.8787679076194763,0.8787679076194763,
round9,pn120395,10,default,TrinitySRITrojAI-BostonU,0.5433016419410706,0.5420517921447754,0.5285075902938843,
round9,pn120395,10,default,TrinitySRITrojAI-SBU,0.8468906879425049,0.9421255588531494,0.9266623258590698,
round9,pn120395,10,default,trojai-example,0.9513172560471963,0.05452559211883501,0.943241525866813,
